iteration,model,problem,condition,response,timestamp
2182,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2183,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2184,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2185,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2186,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:45
2187,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2188,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2189,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2190,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2191,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:45
2192,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2193,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2194,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2195,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2196,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:45
2197,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2198,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2199,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2200,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2201,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:45
2202,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:45
2203,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2204,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:45
2205,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:45
2206,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:45
2207,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2208,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:45
2209,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:45
2210,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:45
2211,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:45
2212,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:45
2213,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:45
2214,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2215,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2216,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2217,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2218,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2219,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2220,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2221,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2222,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:46
2223,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2224,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2225,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2226,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2227,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:46
2228,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2229,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2230,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2231,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2232,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:46
2233,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2234,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2235,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2236,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2237,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2238,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2239,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2240,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2241,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2242,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2243,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2244,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2245,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2246,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2247,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:46
2248,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2249,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2250,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2251,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2252,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2253,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2254,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2255,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2256,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2257,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:46
2258,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2259,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2260,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2261,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2262,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2263,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2264,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2265,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2266,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2267,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2268,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2269,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2270,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2271,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2272,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2273,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2274,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2275,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2276,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2277,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:46
2278,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2279,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2280,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2281,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2282,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2283,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2284,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2285,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2286,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2287,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2288,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2289,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2290,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2291,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2292,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2293,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2294,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2295,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2296,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2297,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2298,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2299,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2300,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2301,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2302,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:46
2303,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2304,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2305,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2306,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:46
2307,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2308,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2309,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2310,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:46
2311,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2312,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2313,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2314,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2315,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2316,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2317,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2318,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:46
2319,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:46
2320,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2321,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2322,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2323,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2324,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2325,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2326,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:46
2327,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:46
2328,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2329,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2330,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2331,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:46
2332,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:46
2333,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:46
2334,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:46
2335,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:46
2336,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:47
2337,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2338,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2339,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2340,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2341,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2342,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:47
2343,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2344,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:47
2345,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2346,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:47
2347,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2348,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2349,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:47
2350,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2351,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2352,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:47
2353,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2354,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2355,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2356,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:47
2357,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2358,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2359,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2360,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2361,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2362,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2363,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2364,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2365,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2366,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2367,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2368,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2369,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2370,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2371,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2372,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:47
2373,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2374,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2375,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2376,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:47
2377,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2378,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2379,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2380,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2381,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:47
2382,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:47
2383,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2384,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2385,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2386,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:47
2387,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2388,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2389,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:47
2390,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2391,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:47
2392,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:47
2393,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2394,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2395,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:47
2396,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2397,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:47
2398,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:47
2399,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:47
2400,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2401,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:47
2402,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:47
2403,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:47
2404,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:47
2405,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:47
2406,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2407,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:49
2408,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2409,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:49
2410,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:49
2411,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2412,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2413,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2414,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:49
2415,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2416,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2417,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2418,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:49
2419,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:49
2420,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2421,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:49
2422,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2423,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2424,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:49
2425,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2426,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:49
2427,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:49
2428,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:49
2429,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:49
2430,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:49
2431,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:49
2432,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:49
2433,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2434,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:49
2435,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2436,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2437,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2438,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2439,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:49
2440,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:49
2441,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:49
2442,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2443,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:49
2444,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:49
2445,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:49
2446,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:49
2447,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:49
2448,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:49
2449,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:49
2450,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:49
2451,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:49
2452,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:49
2453,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:49
2454,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:49
2455,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2456,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2457,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:49
2458,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:49
2459,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:49
2460,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:49
2461,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:49
2462,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:49
